0,0.0
25,0.0,-8571.13,-16710.39,-18590.09,-20372.08,-22017.09,-23557.05,-24988.02,-26305.09,-27527.07,-28659.02,-29093.07,-29494.04,-29836.07,-30148.08,-30431.01,-30678.01,-30898.0,-31092.02,-31210.04,-31305.01,-31376.06,-31426.07,-31459.02,-31474.01,-31480.0
26,0.0,-9276.87,-18103.51,-20149.09,-22093.05,-23894.0,-25583.06,-27157.02,-28614.01,-29969.04,-31229.07,-31718.04,-32171.03,-32562.01,-32920.07,-33247.02,-33536.04,-33796.05,-34029.0,-34179.0,-34303.01,-34401.03,-34475.05,-34529.02,-34557.04,-34572.07,-34579.0
27,0.0,-10011.73,-19554.34,-21773.04,-23885.08,-25848.09,-27695.07,-29419.01,-31022.0,-32517.07,-33913.07,-34459.07,-34967.09,-35410.04,-35818.06,-36192.03,-36526.08,-36830.02,-37104.01,-37289.0,-37445.08,-37574.0,-37675.05,-37754.0,-37803.02,-37834.04,-37848.06,-37856.00000009
28,0.0,-10774.71,-21062.0,-23461.08,-25750.03,-27883.01,-29894.03,-31774.03,-33530.0,-35173.01,-36711.05,-37317.09,-37884.07,-38381.09,-38842.08,-39266.08,-39649.07,-39999.06,-40317.08,-40540.09,-40733.04,-40894.08,-41027.01,-41133.07,-41207.06,-41260.06,-41293.02,-41308.02,-41316.0000004
29,0.0,-11567.44,-22628.25,-25215.02,-27687.01,-29997.0,-32179.08,-34223.02,-36138.07,-37935.08,-39623.06,-40293.05,-40922.0,-41477.02,-41993.09,-42471.02,-42905.07,-43305.0,-43670.07,-43935.01,-44166.05,-44364.03,-44530.04,-44668.05,-44770.05,-44848.09,-44903.09,-44937.09,-44955.02,-44961.000007
30,0.0,-12388.9,-24252.19,-27034.0,-29696.07,-32190.09,-34552.07,-36766.03,-38848.03,-40806.04,-42650.04,-43387.0,-44080.04,-44696.06,-45272.03,-45805.09,-46295.01,-46746.09,-47163.02,-47471.09,-47745.04,-47982.08,-48185.09,-48358.07,-48492.0,-48599.03,-48680.04,-48737.04,-48774.04,-48791.02,-48799.0
31,0.0,-13238.94,-25933.82,-28918.06,-31779.03,-34465.03,-37013.02,-39404.0,-41659.05,-43785.03,-45792.03,-46598.09,-47360.03,-48040.07,-48678.06,-49271.06,-49818.05,-50325.09,-50795.09,-51152.0,-51470.06,-51750.07,-51994.01,-52204.06,-52372.07,-52512.02,-52622.07,-52706.03,-52767.01,-52796.07,-52815.04,-52821.0
32,0.0,-14119.21,-27674.93,-30869.03,-33935.05,-36820.05,-39562.0,-42136.08,-44572.05,-46873.01,-49049.09,-49929.06,-50762.02,-51510.01,-52213.02,-52868.06,-53476.05,-54042.05,-54569.02,-54975.09,-55342.07,-55668.06,-55955.03,-56206.08,-56412.07,-56587.07,-56731.0,-56844.07,-56932.09,-56977.05,-57009.07,-57024.09,-57032.003
33,0.0,-15028.63,-29474.58,-32886.03,-36165.05,-39257.0,-42199.05,-44965.02,-47588.0,-50070.01,-52423.06,-53379.06,-54286.07,-55105.02,-55876.08,-56597.07,-57269.05,-57897.02,-58483.07,-58944.0,-59362.02,-59736.09,-60070.01,-60365.06,-60612.07,-60826.03,-61005.07,-61152.08,-61271.08,-61333.05,-61381.03,-61408.09,-61426.09,-61436.02
34,0.0,-15967.96,-31333.69,-34970.02,-38469.09,-41775.03,-44926.02,-47889.07,-50706.05,-53376.09,-55914.0,-56949.06,-57934.04,-58826.06,-59670.0,-60459.03,-61198.01,-61890.06,-62540.0,-63057.0,-63529.06,-63956.03,-64339.0,-64681.07,-64973.0,-65228.05,-65447.02,-65631.0,-65784.02,-65864.09,-65930.05,-65972.07,-66003.06,-66024.02,-66032.0
35,0.0,-16937.0,-33252.23,-37121.02,-40848.09,-44375.08,-47742.06,-50910.09,-53928.04,-56794.0,-59521.06,-60640.0,-61705.07,-62674.09,-63593.02,-64454.01,-65263.0,-66023.04,-66738.07,-67315.05,-67845.06,-68327.04,-68762.07,-69155.06,-69494.03,-69794.08,-70055.09,-70279.07,-70470.03,-70572.01,-70657.03,-70716.02,-70762.04,-70796.06,-70816.09,-70827.0
36,0.0,-17935.58,-35230.19,-39339.07,-43303.02,-47059.0,-50649.03,-54029.03,-57254.04,-60322.01,-63247.0,-64451.05,-65601.03,-66650.08,-67647.02,-68582.07,-69464.08,-70296.01,-71080.05,-71720.02,-72310.09,-72850.07,-73341.07,-73788.0,-74177.01,-74525.08,-74832.05,-75099.04,-75330.07,-75455.04,-75562.03,-75639.08,-75703.04,-75753.04,-75787.08,-75810.09,-75824.0
37,0.0,-18965.33,-37269.36,-41626.02,-45833.0,-49825.05,-53646.08,-57245.05,-60685.0,-63961.07,-67090.07,-68384.06,-69621.08,-70754.08,-71832.05,-72845.08,-73804.02,-74709.05,-75565.09,-76271.06,-76925.09,-77527.0,-78076.08,-78579.04,-79022.01,-79422.01,-79777.06,-80090.06,-80365.09,-80515.03,-80645.08,-80744.0,-80826.08,-80894.07,-80945.04,-80983.04,-81009.06,-81013.0
38,0.0,-20025.11,-39368.83,-43981.02,-48439.0,-52675.08,-56735.08,-60560.01,-64220.09,-67713.05,-71053.05,-72440.0,-73767.09,-74987.07,-76150.01,-77244.02,-78281.08,-79264.02,-80195.08,-80970.05,-81691.06,-82356.09,-82968.06,-83530.06,-84030.0,-84484.03,-84891.07,-85254.01,-85576.04,-85752.05,-85908.05,-86029.02,-86133.03,-86220.09,-86290.01,-86345.0,-86386.08,-86397.03,-86402.0
39,0.0,-21114.76,-41528.57,-46404.09,-51121.06,-55610.04,-59916.08,-63973.06,-67862.06,-71577.09,-75136.0,-76618.03,-78040.03,-79350.01,-80600.04,-81778.04,-82898.04,-83960.09,-84970.08,-85817.06,-86608.05,-87341.01,-88017.08,-88642.02,-89201.05,-89713.02,-90175.05,-90590.05,-90962.09,-91167.06,-91350.09,-91496.01,-91623.04,-91732.06,-91822.01,-91896.01,-91955.06,-91975.02,-91986.04,-91991.0
40,0.0,-22236.75,-43751.28,-48898.0,-53881.04,-58630.0,-63190.05,-67486.08,-71610.08,-75555.08,-79338.07,-80920.03,-82439.06,-83842.08,-85184.02,-86449.02,-87654.07,-88800.04,-89891.07,-90813.06,-91677.04,-92480.05,-93225.02,-93915.0,-94537.02,-95109.05,-95629.09,-96100.04,-96526.01,-96761.01,-96973.07,-97145.02,-97297.06,-97430.03,-97542.02,-97637.02,-97716.04,-97749.08,-97772.01,-97784.04,-97789.00000000006
41,0.0,-23388.15,-46034.23,-51460.08,-56718.08,-61735.01,-66557.05,-71100.03,-75466.02,-79647.08,-83662.05,-85346.07,-86966.06,-88466.04,-89902.04,-91257.05,-92551.05,-93783.05,-94959.02,-95959.04,-96899.02,-97775.07,-98591.05,-99349.08,-100038.0,-100674.0,-101255.05,-101784.07,-102266.08,-102534.0,-102777.07,-102977.04,-103156.07,-103314.07,-103450.09,-103568.08,-103669.07,-103719.02,-103755.09,-103780.01,-103793.02,-103799.0000000001
42,0.0,-24571.44,-48380.1,-54093.08,-59634.04,-64926.03,-70018.06,-74814.07,-79429.05,-83854.06,-88107.09,-89898.01,-91622.0,-93221.08,-94755.06,-96204.0,-97589.05,-98911.0,-100174.01,-101255.07,-102274.06,-103227.07,-104117.07,-104947.03,-105704.06,-106407.04,-107053.0,-107644.0,-108185.06,-108486.09,-108763.05,-108993.03,-109201.04,-109386.06,-109548.09,-109691.06,-109816.01,-109883.08,-109937.02,-109976.04,-110002.04,-110017.05,-110023.000000007
43,0.0,-25786.4,-50788.9,-56797.07,-62628.09,-68204.03,-73574.04,-78630.09,-83501.04,-88176.09,-92675.09,-94575.03,-96406.07,-98109.09,-99744.08,-101289.06,-102769.07,-104183.07,-105537.04,-106703.05,-107804.05,-108837.02,-109804.05,-110708.05,-111538.01,-112310.06,-113023.05,-113679.03,-114283.04,-114620.07,-114932.01,-115193.08,-115432.06,-115646.07,-115837.01,-116006.04,-116156.03,-116244.02,-116316.05,-116372.08,-116414.04,-116443.01,-116457.03,-116462.00000008
44,0.0,-27032.77,-53260.59,-59572.09,-65702.07,-71569.08,-77225.07,-82549.04,-87682.07,-92615.05,-97367.0,-99379.03,-101321.04,-103131.03,-104870.08,-106515.0,-108092.09,-109602.05,-111049.09,-112303.05,-113489.07,-114605.02,-115652.09,-116634.03,-117539.01,-118384.04,-119167.07,-119891.04,-120561.01,-120936.02,-121284.02,-121579.07,-121851.01,-122095.09,-122316.01,-122513.09,-122691.01,-122801.02,-122894.03,-122970.0,-123029.03,-123074.01,-123100.06,-123115.05,-123121.0000008
45,0.0,-28311.17,-55796.05,-62419.09,-68856.07,-75023.05,-80973.03,-86571.03,-91974.01,-97171.03,-102182.03,-104310.07,-106367.0,-108287.01,-110134.05,-111881.03,-113560.0,-115168.03,-116712.05,-118056.07,-119331.03,-120532.05,-121663.07,-122725.05,-123708.06,-124629.09,-125486.05,-126281.02,-127019.06,-127434.03,-127820.09,-128152.0,-128457.08,-128735.02,-128986.09,-129215.0,-129421.04,-129555.06,-129671.04,-129768.04,-129847.06,-129910.07,-129953.04,-129982.08,-129998.09,-130005.000002
46,0.0,-29622.26,-58396.18,-65339.05,-72091.04,-78566.01,-84818.0,-90697.02,-96376.06,-101845.01,-107122.04,-109370.05,-111544.05,-113578.01,-115536.09,-117389.03,-119172.0,-120882.01,-122526.02,-123964.01,-125330.02,-126620.02,-127838.0,-128983.01,-130047.07,-131048.0,-131981.0,-132849.07,-133659.08,-134116.0,-134543.0,-134911.06,-135253.07,-135565.03,-135850.05,-136110.07,-136348.01,-136508.03,-136648.08,-136769.0,-136870.0,-136953.05,-137014.08,-137061.0,-137092.01,-137109.05,-137115.00008
47,0.0,-30965.78,-61060.93,-68332.0,-75407.04,-82198.03,-88760.04,-94927.09,-100890.09,-106637.05,-112188.03,-114559.04,-116854.06,-119005.02,-121078.07,-123040.0,-124929.07,-126744.07,-128491.08,-130026.06,-131487.01,-132869.02,-134176.07,-135408.01,-136557.01,-137639.05,-138651.09,-139597.07,-140482.06,-140982.02,-141451.04,-141859.04,-142239.06,-142587.04,-142907.07,-143201.09,-143472.0,-143660.0,-143827.01,-143972.05,-144097.02,-144203.01,-144285.0,-144350.04,-144398.09,-144431.08,-144451.04,-144457.0008
48,0.0,-32341.46,-63790.3,-71398.01,-78805.05,-85920.09,-92801.06,-99264.03,-105517.08,-111549.06,-117380.07,-119878.05,-122298.03,-124569.03,-126761.01,-128834.03,-130834.02,-132757.02,-134610.05,-136245.02,-137803.03,-139280.05,-140680.08,-142001.04,-143238.01,-144405.05,-145500.05,-146526.03,-147489.01,-148033.09,-148547.03,-148996.04,-149416.07,-149802.03,-150159.06,-150489.05,-150794.02,-151011.09,-151207.04,-151379.08,-151530.03,-151660.04,-151765.0,-151851.06,-151919.07,-151970.05,-152006.03,-152021.09,-152029.002
49,0.0,-33749.83,-66585.16,-74538.06,-82286.04,-89734.08,-96942.04,-103707.04,-110258.04,-116582.04,-122700.08,-125328.07,-127876.07,-130271.06,-132585.02,-134773.04,-136886.06,-138920.08,-140883.02,-142621.0,-144279.09,-145855.02,-147351.05,-148764.03,-150091.07,-151347.02,-152527.07,-153636.07,-154680.03,-155272.03,-155831.06,-156323.09,-156786.0,-157211.03,-157607.04,-157974.07,-158315.08,-158565.0,-158790.07,-158992.01,-159170.01,-159326.04,-159455.06,-159565.05,-159655.03,-159726.02,-159780.06,-159807.02,-159824.02,-159829.05
50,0.0,-35192.42,-69447.28,-77754.0,-85850.09,-93640.07,-101183.08,-108258.0,-115113.06,-121736.07,-128149.04,-130911.01,-133590.07,-136113.01,-138551.09,-140858.04,-143087.09,-145236.04,-147311.02,-149155.01,-150917.09,-152594.05,-154189.08,-155697.09,-157118.09,-158465.06,-159734.07,-160929.09,-162057.04,-162698.04,-163305.06,-163842.09,-164348.08,-164815.04,-165252.0,-165658.06,-166037.09,-166320.04,-166578.02,-166810.03,-167017.08,-167202.01,-167357.09,-167492.09,-167606.04,-167699.06,-167774.07,-167813.09,-167842.05,-167856.04,-167863.0
51,0.0,-36668.08,-72375.77,-81045.01,-89499.06,-97639.05,-105526.06,-112917.01,-120084.02,-127013.05,-133727.05,-136626.04,-139441.03,-142094.08,-144662.03,-147090.01,-149439.02,-151705.01,-153895.04,-155848.06,-157718.03,-159499.03,-161196.08,-162803.01,-164320.09,-165761.08,-167122.05,-168406.09,-169621.04,-170313.03,-170970.03,-171554.04,-172105.09,-172615.08,-173094.07,-173542.03,-173961.05,-174279.01,-174570.08,-174835.05,-175074.03,-175288.04,-175472.06,-175634.07,-175773.09,-175891.03,-175989.03,-176042.06,-176084.03,-176108.08,-176124.09,-176133.0
52,0.0,-38177.35,-75371.45,-84412.03,-93233.03,-101732.0,-109971.07,-117685.06,-125171.02,-132413.07,-139436.0,-142475.08,-145429.07,-148217.07,-150917.06,-153469.09,-155941.06,-158328.0,-160637.0,-162702.06,-164682.04,-166570.09,-168373.06,-170081.02,-171698.08,-173236.09,-174692.02,-176068.09,-177373.04,-178118.01,-178826.08,-179459.07,-180058.07,-180613.06,-181136.05,-181626.09,-182087.09,-182442.04,-182769.08,-183068.09,-183340.07,-183586.05,-183801.0,-183992.01,-184158.09,-184302.05,-184425.02,-184494.02,-184550.04,-184587.02,-184614.03,-184631.09,-184639.0
53,0.0,-39721.55,-78436.15,-87857.0,-97053.03,-105919.06,-114520.07,-122564.09,-130376.01,-137938.08,-145276.04,-148460.08,-151557.02,-154483.03,-157319.02,-159999.01,-162596.06,-165106.08,-167537.05,-169718.06,-171811.07,-173810.08,-175722.0,-177533.07,-179254.02,-180892.06,-182445.06,-183917.06,-185315.01,-186114.05,-186876.08,-187560.03,-188208.07,-188810.03,-189379.01,-189914.01,-190418.05,-190811.08,-191176.07,-191511.09,-191818.07,-192097.08,-192344.05,-192566.05,-192762.08,-192934.04,-193083.09,-193169.08,-193242.01,-193292.06,-193332.03,-193361.02,-193379.0,-193388.0
54,0.0,-41299.6,-81568.9,-91379.03,-100960.0,-110202.07,-119174.0,-127555.06,-135699.05,-143589.04,-151249.04,-154582.0,-157824.06,-160892.06,-163868.0,-166678.07,-169405.02,-172042.02,-174597.08,-176897.06,-179107.0,-181219.09,-183242.06,-185161.07,-186988.0,-188729.06,-190383.03,-191953.07,-193447.03,-194303.03,-195121.01,-195857.01,-196556.09,-197207.0,-197823.03,-198404.07,-198954.04,-199388.02,-199792.04,-200165.06,-200509.01,-200823.04,-201104.01,-201358.08,-201586.03,-201788.0,-201966.01,-202070.03,-202159.09,-202225.06,-202279.05,-202321.02,-202350.08,-202370.06,-202381.0
55,0.0,-42912.88,-84771.49,-94980.02,-104954.04,-114582.06,-123933.0,-132659.01,-141142.07,-149366.09,-157356.02,-160840.08,-164233.03,-167446.08,-170565.04,-173510.01,-176368.07,-179135.07,-181819.04,-184241.0,-186569.08,-188799.06,-190937.01,-192966.04,-194901.06,-196749.06,-198507.0,-200178.07,-201771.04,-202686.0,-203561.03,-204351.07,-205104.08,-205805.02,-206470.08,-207100.03,-207697.01,-208173.01,-208618.04,-209031.04,-209413.04,-209764.06,-210081.01,-210370.03,-210631.0,-210864.05,-211073.02,-211197.0,-211305.03,-211387.06,-211457.0,-211512.09,-211555.08,-211587.08,-211610.0,-211613.0
56,0.0,-44561.04,-88043.9,-98660.06,-109037.04,-119060.01,-128798.07,-137876.05,-146706.08,-155272.03,-163598.01,-167238.04,-170784.05,-174147.01,-177412.06,-180494.05,-183488.03,-186388.05,-189203.05,-191750.0,-194201.05,-196551.04,-198806.06,-200949.03,-202996.04,-204953.07,-206817.09,-208593.09,-210288.08,-211263.09,-212198.06,-213045.04,-213853.06,-214606.01,-215322.08,-216002.02,-216647.08,-217167.09,-217656.01,-218110.06,-218533.0,-218922.09,-219277.0,-219602.05,-219898.01,-220165.02,-220406.03,-220551.0,-220679.04,-220779.06,-220866.0,-220937.04,-220995.01,-221040.08,-221075.07,-221085.0,-221089.00000000003
57,0.0,-46245.45,-91387.89,-102421.03,-113210.0,-123636.04,-133772.04,-143208.08,-152393.0,-161307.0,-169976.02,-173776.0,-177479.05,-180995.01,-184411.02,-187633.04,-190765.07,-193802.02,-196751.05,-199426.02,-202003.05,-204476.05,-206852.07,-209111.08,-211273.08,-213343.05,-215317.04,-217200.09,-219000.09,-220038.05,-221034.05,-221939.06,-222805.0,-223611.03,-224380.08,-225111.09,-225808.01,-226374.0,-226906.09,-227404.07,-227869.03,-228299.05,-228693.0,-229056.07,-229389.01,-229691.06,-229967.0,-230133.08,-230283.05,-230403.0,-230507.07,-230596.0,-230669.09,-230730.07,-230779.07,-230797.09,-230808.03,-230812.0000000006
58,0.0,-47965.7,-94803.42,-106263.01,-117473.02,-128312.07,-138855.03,-148657.06,-158202.07,-167472.01,-176492.0,-180455.0,-184319.08,-187992.0,-191562.04,-194928.01,-198202.01,-201378.01,-204465.0,-207270.09,-209977.02,-212576.05,-215076.09,-217455.05,-219735.04,-221920.04,-224007.01,-226001.01,-227909.03,-229011.03,-230070.06,-231036.0,-231960.04,-232822.03,-233646.04,-234430.09,-235179.05,-235793.01,-236372.04,-236915.03,-237423.09,-237896.02,-238330.09,-238734.04,-239105.04,-239445.02,-239756.06,-239946.09,-240119.03,-240259.02,-240383.06,-240490.01,-240581.05,-240658.08,-240723.03,-240758.05,-240776.08,-240788.0,-240792.000000003
59,0.0,-49722.3,-98291.38,-110187.01,-121828.0,-133090.01,-144048.06,-154223.08,-164137.0,-173769.0,-183146.05,-187276.08,-191306.06,-195139.02,-198867.09,-202380.03,-205799.0,-209117.07,-212345.04,-215285.08,-218124.01,-220853.0,-223480.06,-225981.07,-228382.05,-230685.09,-232888.05,-234995.09,-237015.04,-238183.08,-239308.03,-240336.0,-241321.03,-242240.07,-243121.02,-243960.09,-244763.06,-245426.06,-246054.01,-246644.0,-247198.03,-247714.04,-248192.01,-248637.03,-249048.06,-249427.04,-249776.07,-249991.07,-250188.0,-250349.08,-250495.01,-250621.01,-250731.02,-250826.03,-250907.08,-250964.03,-251001.07,-251021.05,-251031.04,-251035.00000008
60,0.0,-51515.69,-101852.61,-114194.0,-126275.06,-137969.07,-149353.07,-159909.0,-170197.03,-180199.01,-189941.03,-194242.06,-198441.03,-202438.03,-206328.09,-209991.02,-213558.0,-217022.06,-220394.02,-223472.02,-226445.08,-229307.03,-232065.04,-234692.01,-237216.08,-239641.06,-241963.0,-244187.0,-246320.07,-247557.06,-248749.04,-249841.02,-250889.05,-251868.0,-252806.07,-253703.04,-254562.0,-255276.02,-255953.06,-256592.02,-257194.0,-257755.08,-258278.02,-258766.08,-259220.02,-259639.09,-260028.08,-260269.08,-260491.03,-260676.02,-260843.07,-260990.04,-261120.06,-261234.08,-261334.05,-261414.07,-261473.08,-261512.08,-261532.06,-261542.07,-261547.0000001
61,0.0,-53345.5,-105487.09,-118284.08,-130816.07,-142952.06,-154771.07,-165714.02,-176384.09,-186763.05,-196877.06,-201353.09,-205725.05,-209890.06,-213947.01,-217762.05,-221480.05,-225094.02,-228612.09,-231831.07,-234943.07,-237941.01,-240832.08,-243588.02,-246239.07,-248789.0,-251232.03,-253575.08,-255826.08,-257134.01,-258395.01,-259553.01,-260666.04,-261705.08,-262704.05,-263659.09,-264576.02,-265343.03,-266072.06,-266761.06,-267412.08,-268021.08,-268590.08,-269124.06,-269621.08,-270084.01,-270514.04,-270782.07,-271030.06,-271239.09,-271431.0,-271599.06,-271751.01,-271885.06,-272004.09,-272111.0,-272194.0,-272254.09,-272294.01,-272313.09,-272324.0,-272328.000006
62,0.0,-55214.1,-109197.47,-122460.01,-135452.03,-148039.08,-160303.08,-171640.07,-182700.08,-193463.04,-203956.05,-208611.07,-213160.01,-217497.04,-221723.06,-225695.04,-229567.08,-233333.07,-237002.09,-240365.06,-243619.02,-246755.07,-249784.01,-252671.03,-255452.06,-258129.04,-260697.06,-263163.07,-265535.0,-266914.07,-268247.01,-269473.02,-270653.05,-271755.06,-272815.09,-273831.09,-274807.07,-275629.05,-276412.04,-277153.06,-277855.09,-278514.0,-279131.02,-279712.0,-280254.08,-280761.04,-281234.09,-281531.07,-281807.04,-282042.04,-282258.03,-282450.0,-282624.0,-282780.01,-282920.02,-283054.02,-283163.04,-283248.05,-283309.06,-283348.09,-283369.08,-283380.02,-283384.00007
63,0.0,-57119.71,-112982.83,-126721.09,-140184.05,-153233.06,-165952.02,-177690.07,-189147.05,-200301.02,-211180.05,-216018.07,-220747.09,-225261.03,-229661.02,-233792.05,-237822.05,-241744.0,-245566.07,-249076.06,-252475.0,-255753.07,-258922.01,-261944.0,-264858.03,-267665.05,-270361.07,-272953.03,-275448.0,-276902.02,-278307.09,-279604.02,-280853.04,-282020.0,-283143.08,-284222.01,-285259.02,-286137.05,-286975.07,-287771.0,-288526.02,-289235.0,-289902.03,-290531.07,-291121.08,-291674.07,-292193.01,-292519.07,-292824.04,-293086.03,-293328.03,-293544.04,-293742.0,-293921.0,-294083.02,-294247.01,-294384.05,-294496.0,-294581.04,-294642.08,-294683.05,-294705.09,-294716.03,-294720.0009
64,0.0,-59064.73,-116845.83,-131070.08,-145014.0,-158534.07,-171718.02,-183865.04,-195726.01,-207278.0,-218550.06,-223575.09,-228490.0,-233183.04,-237761.0,-242055.01,-246246.0,-250326.02,-254305.07,-257965.09,-261512.04,-264936.05,-268248.0,-271407.08,-274457.09,-277398.07,-280225.08,-282946.01,-285567.01,-287097.09,-288578.09,-289947.05,-291267.07,-292500.05,-293689.06,-294832.0,-295932.01,-296868.07,-297764.0,-298615.01,-299425.0,-300186.03,-300905.03,-301585.02,-302224.04,-302825.02,-303390.03,-303748.0,-304083.0,-304373.0,-304642.04,-304884.01,-305106.06,-305309.06,-305495.0,-305690.09,-305858.05,-305998.04,-306110.04,-306196.02,-306259.02,-306301.06,-306321.03,-306332.06,-306337.004
65,0.0,-61049.22,-120787.34,-135508.06,-149942.09,-163945.05,-177603.09,-190167.02,-202438.08,-214396.02,-226069.03,-231285.07,-236388.09,-241266.04,-246025.07,-250485.08,-254840.08,-259083.0,-263222.05,-267036.03,-270734.0,-274306.07,-277764.05,-281065.02,-284254.03,-287331.05,-290292.07,-293144.06,-295895.01,-297504.04,-299062.09,-300505.07,-301898.09,-303199.09,-304455.09,-305664.02,-306829.01,-307825.08,-308780.0,-309688.08,-310555.0,-311370.07,-312143.02,-312875.02,-313565.03,-314215.06,-314829.03,-315219.02,-315585.08,-315905.03,-316203.03,-316471.07,-316720.04,-316948.06,-317158.06,-317388.02,-317588.0,-317758.04,-317899.0,-318011.05,-318099.02,-318164.02,-318199.09,-318217.07,-318228.04,-318233.02
66,0.0,-63072.68,-124806.35,-140034.04,-154970.01,-169465.01,-183608.08,-196595.02,-209285.01,-221655.02,-233736.0,-239147.07,-244444.0,-249509.07,-254454.08,-259084.02,-263606.05,-268013.09,-272316.07,-276287.03,-280139.04,-283863.09,-287471.03,-290915.09,-294246.09,-297463.07,-300561.09,-303548.05,-306431.04,-308121.04,-309759.04,-311278.06,-312746.08,-314117.06,-315442.06,-316718.05,-317950.0,-319008.06,-320023.04,-320991.05,-321916.01,-322787.07,-323615.04,-324401.03,-325144.0,-325845.08,-326509.06,-326933.02,-327332.06,-327682.08,-328010.08,-328307.01,-328583.0,-328837.07,-329073.03,-329338.07,-329572.06,-329775.05,-329946.07,-330087.09,-330202.05,-330292.05,-330350.04,-330388.02,-330408.01,-330417.09,-330422.0
